resume_text,category
"Results-driven HR professional with expertise in HR Policies, Recruitment, Strategic HR, Employee Relations, Talent Acquisition, Training. Worked on several high-impact projects. Projects: Architected a Performance Review System using Employee Relations, HR Policies, Training and deployed on GCP. Led the team in creating ATS Implementation with focus on Onboarding, Training, Talent Acquisition. Led the team in creating Payroll Automation with focus on Talent Acquisition, Payroll, HR Policies.",HR
"Results-driven HR professional with expertise in Training, Employee Relations, HR Policies, Strategic HR, Payroll, Recruitment. Worked on several high-impact projects. Projects: Developed a Employee Engagement Portal using Strategic HR, Employee Relations, Talent Acquisition. Implemented Performance Review System which improved efficiency by 35%. Led the team in creating ATS Implementation with focus on HR Policies, Training, Recruitment.",HR
"Junior HR with a solid foundation in Training, Employee Relations, Payroll, Onboarding, Talent Acquisition, Strategic HR. Eager to contribute to innovative projects. Projects: Developed a Employee Engagement Portal using Strategic HR, Payroll, Employee Relations. Architected a Employee Engagement Portal using Training, Strategic HR, Talent Acquisition and deployed on GCP.",HR
"DevOps lead with 3 years of experience. Skilled at Ansible, Monitoring, Scripting, Linux, Azure, Terraform and team management. Projects: Developed a Infrastructure as Code with Terraform using Ansible, Jenkins, Azure. Developed a Monitoring Dashboard using Jenkins, Docker, CI/CD. Led the team in creating Kubernetes Deployment Pipeline with focus on Linux, Monitoring, Azure.",DevOps
"Experienced Full Stack Developer with 3 years in the industry. Proficient in REST API, Java, SQL, JavaScript, Docker, Node.js. Projects: Implemented SaaS Application which improved efficiency by 28%.",Full Stack Developer
"Junior DevOps with a solid foundation in Scripting, CI/CD, Ansible, AWS, Azure, Terraform. Eager to contribute to innovative projects. Projects: Led the team in creating Cloud Migration Project with focus on AWS, Terraform, Linux.",DevOps
"Certified Data Science expert with a strong background in Scikit-learn, Python, Pandas, Deep Learning, Machine Learning, PyTorch. Passionate about building scalable solutions. Projects: Architected a Recommendation Engine using Machine Learning, Data Visualization, SQL and deployed on AWS. Developed a Customer Churn Prediction using Deep Learning, Data Visualization, NLP.",Data Science
"Junior DevOps with a solid foundation in AWS, CI/CD, Linux, Monitoring, Ansible, Terraform. Eager to contribute to innovative projects. Projects: Architected a Monitoring Dashboard using Monitoring, Azure, Ansible and deployed on Azure.",DevOps
"Results-driven Data Science professional with expertise in SQL, Deep Learning, Python, Machine Learning, TensorFlow, Pandas. Worked on several high-impact projects. Projects: Implemented Fraud Detection System which improved efficiency by 17%. Architected a Fraud Detection System using NumPy, NLP, Scikit-learn and deployed on GCP. Developed a Image Recognition App using Python, NLP, TensorFlow.",Data Science
"Frontend Developer lead with 5 years of experience. Skilled at Redux, TypeScript, React, HTML5, JavaScript, Next.js and team management. Projects: Led the team in creating Social Media Feed with focus on Bootstrap, Redux, CSS3. Led the team in creating Dashboard UI with focus on Bootstrap, React, JavaScript.",Frontend Developer
"Certified DevOps expert with a strong background in Terraform, Docker, Jenkins, Ansible, AWS, Kubernetes. Passionate about building scalable solutions. Projects: Led the team in creating Monitoring Dashboard with focus on Monitoring, Terraform, Ansible.",DevOps
"HR lead with 10 years of experience. Skilled at HR Policies, Onboarding, Recruitment, Talent Acquisition, Employee Relations, Payroll and team management. Projects: Developed a ATS Implementation using Employee Relations, Talent Acquisition, Payroll. Led the team in creating Performance Review System with focus on HR Policies, Onboarding, Training. Led the team in creating Payroll Automation with focus on Payroll, Onboarding, Strategic HR.",HR
"Data Science lead with 7 years of experience. Skilled at NumPy, Pandas, Data Visualization, Python, TensorFlow, NLP and team management. Projects: Developed a Image Recognition App using Python, NLP, Machine Learning. Implemented Fraud Detection System which improved efficiency by 11%. Developed a Recommendation Engine using Data Visualization, Deep Learning, SQL.",Data Science
"Results-driven Frontend Developer professional with expertise in JavaScript, Redux, Next.js, CSS3, Web Design, HTML5. Worked on several high-impact projects. Projects: Architected a Dashboard UI using CSS3, Next.js, Tailwind CSS and deployed on GCP. Led the team in creating Portfolio Website with focus on JavaScript, Next.js, Tailwind CSS. Led the team in creating Social Media Feed with focus on JavaScript, HTML5, TypeScript.",Frontend Developer
"Java Developer lead with 13 years of experience. Skilled at Multithreading, REST API, Hibernate, Java, Spring Boot, Microservices and team management. Projects: Led the team in creating Flight Booking API with focus on Hibernate, SQL, REST API.",Java Developer
"Certified Full Stack Developer expert with a strong background in SQL, Express, Docker, REST API, React, Java. Passionate about building scalable solutions. Projects: Architected a Online Marketplace using Node.js, MongoDB, React and deployed on AWS. Architected a Healthcare Portal using MongoDB, REST API, JavaScript and deployed on Azure.",Full Stack Developer
"Certified Tester expert with a strong background in SDLC, Java, Python, Selenium, API Testing, Automation Testing. Passionate about building scalable solutions. Projects: Led the team in creating Performance Benchmarking with focus on Automation Testing, Java, JUnit.",Tester
"Experienced DevOps with 7 years in the industry. Proficient in Linux, Terraform, Azure, Docker, Monitoring, Ansible. Projects: Led the team in creating Monitoring Dashboard with focus on Jenkins, Ansible, Kubernetes. Developed a Infrastructure as Code with Terraform using Azure, Ansible, Linux. Developed a Infrastructure as Code with Terraform using Scripting, Docker, AWS.",DevOps
"Experienced DevOps with 10 years in the industry. Proficient in Azure, Kubernetes, Linux, Scripting, AWS, CI/CD. Projects: Architected a Infrastructure as Code with Terraform using Monitoring, Terraform, Scripting and deployed on Azure. Led the team in creating Kubernetes Deployment Pipeline with focus on Jenkins, Kubernetes, Terraform. Developed a Kubernetes Deployment Pipeline using Ansible, Linux, AWS.",DevOps
"Junior Data Science with a solid foundation in NLP, Data Visualization, NumPy, TensorFlow, Python, Deep Learning. Eager to contribute to innovative projects. Projects: Developed a Image Recognition App using Scikit-learn, NumPy, Machine Learning. Led the team in creating Recommendation Engine with focus on Scikit-learn, Pandas, Data Visualization. Implemented Image Recognition App which improved efficiency by 46%.",Data Science
"Results-driven Java Developer professional with expertise in Multithreading, SQL, REST API, Java, Microservices, JVM. Worked on several high-impact projects. Projects: Led the team in creating E-commerce Backend with focus on Microservices, Spring Boot, Maven. Implemented Banking Microservices which improved efficiency by 33%.",Java Developer
"Experienced HR with 4 years in the industry. Proficient in Onboarding, Recruitment, Employee Relations, Training, Payroll, Talent Acquisition. Projects: Developed a Performance Review System using Talent Acquisition, Training, Employee Relations. Led the team in creating Payroll Automation with focus on Onboarding, Recruitment, Employee Relations.",HR
"Certified Data Science expert with a strong background in PyTorch, Deep Learning, Data Visualization, NumPy, NLP, Machine Learning. Passionate about building scalable solutions. Projects: Developed a Recommendation Engine using Scikit-learn, SQL, Python.",Data Science
"Junior Tester with a solid foundation in Selenium, Python, JUnit, SDLC, API Testing, Automation Testing. Eager to contribute to innovative projects. Projects: Led the team in creating Mobile App Automation with focus on Java, API Testing, Automation Testing. Architected a E-commerce Test Suite using Python, Selenium, TestNG and deployed on Azure. Led the team in creating Mobile App Automation with focus on Java, Selenium, API Testing.",Tester
"HR lead with 13 years of experience. Skilled at Strategic HR, Recruitment, Training, Onboarding, Employee Relations, Talent Acquisition and team management. Projects: Architected a ATS Implementation using Strategic HR, HR Policies, Training and deployed on GCP. Implemented Employee Engagement Portal which improved efficiency by 45%. Implemented Payroll Automation which improved efficiency by 35%.",HR
"Experienced Full Stack Developer with 4 years in the industry. Proficient in MongoDB, Express, SQL, Java, Docker, REST API. Projects: Architected a Real-time Chat App using React, Java, SQL and deployed on AWS. Implemented SaaS Application which improved efficiency by 31%. Led the team in creating SaaS Application with focus on Spring Boot, JavaScript, Node.js.",Full Stack Developer
"Results-driven HR professional with expertise in Training, Talent Acquisition, Employee Relations, HR Policies, Recruitment, Strategic HR. Worked on several high-impact projects. Projects: Led the team in creating Performance Review System with focus on Employee Relations, Payroll, Talent Acquisition.",HR
